"","Cyp79A2_rep1","Cyp79A2_rep2","Cyp79A2_rep3","WT-PAOx_rep1","WT-PAOx_rep2","WT-PAOx_rep3","WT_rep1","WT_rep2","WT_rep3"
"AT3G24780",0.4450674,0.4676709,0.1179579,0.9014882,0.6259135,0.6872559,0.6121549,0.5487429,0.4564436
"AT3G24800",12.94842,11.44432,11.06505,11.67514,10.89185,9.92715,10.5628,10.75501,16.38205
"AT3G24810",2.597839,1.985291,2.203248,2.326335,3.312443,2.707751,2.528671,2.455625,3.729938
"AT3G24820",13.55872,9.768966,9.94816,4.532305,6.140573,8.317077,12.15707,7.791886,9.78084
"AT3G24830",133.0094,197.7349,185.8991,178.2415,242.0032,162.9665,171.7297,166.6622,187.5626
"AT3G24840",6.55667,5.859243,5.829834,4.374254,4.640179,4.65403,4.565034,5.954346,4.902204
"AT3G24860",8.146785,6.920761,6.639503,6.313961,5.411672,5.657704,6.138467,5.914812,7.430076
"AT3G24870",6.050966,4.412323,4.773814,4.498767,4.961671,4.55717,4.899107,5.187445,5.32025
"AT3G24880",5.506644,4.838384,4.270746,4.383091,4.826728,4.415464,5.601365,5.108861,5.85189
"AT3G24890",4.470008,3.719051,4.968109,3.996691,3.785314,2.922392,6.254932,2.963046,6.210937
"AT3G24900",1.116239,0.4471577,0.5407847,0.1535452,0.03375925,0.1390043,0.5333543,0.1479849,0.9232023
"AT3G24929",9.232446,6.970164,6.183051,1.428724,2.373402,3.736552,4.096289,6.119937,8.552132
"AT3G24982",7.245562,4.060668,4.642129,3.110794,2.267768,2.048549,4.450809,4.998485,4.921779
"AT3G25010",15.24694,4.038108,5.011294,1.078472,0.9484743,1.673725,5.38991,3.637962,7.633062
"AT3G25013",5.076132,2.770873,5.231902,6.4422,6.458858,4.199125,4.091907,4.842951,6.073527
"AT3G25014",7.376581,5.07352,6.777482,13.21128,9.405703,12.81446,3.746179,7.275925,7.262525
"AT3G25020",14.36582,7.48797,7.604366,2.275086,2.296936,2.795882,9.245494,5.707926,10.90589
"AT3G25030",9.431438,5.078071,7.801936,7.038118,8.44057,4.71664,7.075742,7.223721,7.82594
